State,County,FIPS State,FIPS County,N of CDC Rows,Population2010,Lack Health Insurance,Arthritis,Binge Drinking,High Blood Pressure,Take Blood Pressure Meds,Cancer Excl Skin Cancer,Asthma,Corornary Heart Disease,Routine Checkup,Cholesterol Screening,Colon Screening,COPD,Core Med Services Male,Core Med Services Female,Smoking CDC,Dental Visits,Diabetes CDC,High Cholesterol,Kidney Disease,No Leisure Physical Activities,Mammography CDC,Poor Mental Health,Obesity CDC,Pap Test,Poor Physical Health,Sleep Less Than 7 Hrs,Stroke,Teeth Lost,% Low Birth Rate,% Smokers,% Obese,Food Environment Index,% Excessive Drinking,Teen Birth Rate,Primary Care Physician Rate,Dentist Rate,% Receiving HbA1c,% Mammography,% Unemployed,% Children in Poverty,Association Rate,Air Polution,Diabetes Prevalence,% Food Insecure,% Limited Access,Drug Overdose Mortality Rate,Household Income,Population,% < 18,% 65 and over,% Female,% Rural
Montana,Missoula,30,30063,16,66788,11.25006289,21.15738606,24.35472091,21.00819159,70.38376505,5.606739235,9.288953105,4.806179254,59.65767952,64.90697131,59.85998832,5.441932683,41.18676259,32.25102863,18.46295143,63.76877283,6.384856561,29.69201054,2.327984069,16.79194915,75.90071719,11.78304186,24.52629365,82.00163652,10.33728814,28.03039917,2.389263041,12.77262981,6.783216783,17.61904889,22.7,7.6,26.04702377,15.61361108,93.71086,88.69371,83.18756074,68.53265479,3.741375401,15.2,11.29785166,7.6,6.3,15670,6.609370354,11.95352702,47086,116130,19.26978386,14.6379058,49.7149746,22.32682824
Montana,Yellowstone,30,30111,27,104167,12.00523198,26.33551509,20.40538942,28.77876007,73.76725258,7.329009187,9.087212841,6.231483099,66.10166943,71.90220031,62.24650801,6.238193478,42.82913591,36.45234671,18.68421381,66.44348498,8.802807031,32.54709361,2.73450613,21.29051811,76.02568856,11.63973523,29.5007248,82.90521758,11.73902388,30.43704724,3.027590312,14.5804583,8.006887645,16.36645637,25.7,8.1,22.09313356,29.51152249,88.50797,92.15019,87.25431805,68.19098857,3.590362327,10.6,12.54393561,7.1,8.2,17140,6.887516124,14.64598116,57351,158437,23.47431471,16.22158965,50.80694535,16.68829238
Nebraska,Douglas,31,31055,143,408947,16.31293982,22.7768816,21.57809154,29.60033623,75.87217708,5.820846711,8.604639966,5.773781688,65.23220588,69.52459854,61.88329295,6.039638388,39.85557957,34.22562875,19.87773428,66.43799857,9.048078846,35.04128114,2.806435553,24.91206049,76.33057707,11.21211869,33.57681167,79.98173113,10.92507318,31.92617283,3.035507291,16.99774494,7.727975271,17.07723706,28.4,8,22.36177457,27.80316942,107.07845,90.0909,89.55323405,67.23382315,3.459222048,15.4,10.07155531,10.9,8.7,74260,3.121280098,8.43291555,59226,554995,25.83122371,12.1547041,50.67451058,2.170524647
Nebraska,Lancaster,31,31109,71,258377,12.90863119,19.36827891,24.30144053,23.94974437,72.7663693,5.759343904,8.290253776,4.722779891,63.14449467,68.91645735,64.27085267,4.850684852,42.88212457,35.70393185,17.24016224,70.30774875,7.189985177,32.87027173,2.389368249,19.86734346,73.77961506,10.68530945,28.72017324,82.73835403,8.704075053,28.0461829,2.411531599,11.10703159,6.527929131,14.33358702,27.2,8,24.95146266,17.91299777,70.15414,90.75143,88.76694642,65.95908916,2.886605253,13,12.39933696,9.7,7.5,41510,2.778294027,7.299270073,58873,309637,23.00823222,13.01556339,49.90682638,8.253126237
Nevada,Clark,32,32003,269,1058354,18.19431438,22.33382602,16.56072836,26.52684763,70.34829679,5.565476958,8.706613572,6.261695992,68.39853064,71.50157131,56.10257305,6.913696929,32.03466061,26.7104106,19.28307551,59.17685519,11.15414247,34.21308541,2.91167615,25.40603522,73.92405216,14.520751,26.92281647,79.79225599,13.88257738,40.63841012,3.050283837,15.91359299,8.379295374,15.66671828,27.7,8,17.25995225,31.17664036,55.27707,61.41959,76.72683096,53.58947622,5.804341997,20.7,3.371475614,8.9,9.5,272430,3.841704315,20.83548234,54455,2155664,23.51400775,14.08605423,50.11694773,1.306073125
Nevada,Washoe,32,32031,90,315418,16.33909194,22.72212588,19.4650597,27.08586511,68.06650825,5.760990812,8.887872284,6.018202195,63.37993234,71.54071518,61.79423622,6.296322658,32.93769379,25.75359745,18.51393326,62.33725532,9.093966736,37.49945659,2.7421929,22.38776703,71.16112968,14.78780063,25.9049268,81.2936237,13.74683848,33.73133207,2.934553196,18.68959952,7.873177998,15.25239361,21.5,7.8,21.08273236,29.98996461,71.60391,69.44199,80.40298096,60.86257702,4.994443383,16.7,5.795441069,7,7.2,55280,7.75549402,20.96081074,58253,453616,21.97166767,15.58961765,49.72796374,4.266896373
New Hampshire,Hillsborough,33,33011,47,196059,12.58788375,25.74750101,17.78430166,28.43318797,73.93385971,6.356669676,10.73217603,5.762690823,72.01128385,76.23367864,67.86295095,6.833574587,37.56104336,33.00173876,19.72830781,65.54624118,8.983180573,34.60940329,2.609702692,23.86281323,79.41744169,12.91962317,29.02690619, ,12.46962751,35.66053229,2.732169908,18.22173223,7.213136551,15.22273623,28.1,8.5,19.69097002,15.27079474,84.58781,76.76065,90.52419355,71.30905512,2.975603852,8.6,9.098107102,8.3,9,38590,5.509284275,38.94646133,75997,407761,20.96669373,14.84889433,50.29073403,21.19130268
New Jersey,Camden,34,34007,19,77344,28.57464057,24.71747905,12.64755508,37.16278315,74.25253413,4.048254551,11.17107856,7.127422942,76.44008714,66.17367087,45.08341306,8.665241001,21.11571421,17.61311802,26.07726003,42.96738596,15.67175347,35.61847202,3.821726314,46.8085165,79.63014326,18.35403781,42.98745087,84.19883637,19.04109175,49.85701929,4.521559526,28.25793597,8.966935682,16.69955604,29.4,8.1,16.95196682,26.73230639,103.14666,76.84015,82.44509517,59.228474,5.472383806,16.2,8.220416775,10.6,10.2,64650,4.625399937,31.00297563,65838,510150,22.99108106,14.9424679,51.68695482,1.617421743
New Jersey,Essex,34,34013,87,277140,23.66358952,22.60812983,13.48811611,35.21050732,72.63572166,4.160526449,10.86581042,6.422908277,79.03914231,69.12051274,50.04907015,7.643272353,24.05940211,22.16807895,22.87983871,56.21949268,13.52564841,33.40293426,3.503932309,41.85763766,81.32329076,15.81712095,36.59545717,85.52533557,16.81757559,49.50922819,4.151240889,21.81515047,9.774828614,15.23420662,28.5,7.5,15.38822175,24.46685768,82.13846,92.23078,81.88048575,58.93416928,6.017675271,21.1,8.201305688,10,10.8,138050,0.706098557,17.40534068,54879,796914,23.7844987,12.87127595,51.89405632,0.014541391
New Jersey,Hudson,34,34017,84,314052,18.75513546,18.46366398,15.26114624,29.48388197,72.6882287,4.344860087,8.425342937,5.134179053,76.00824163,73.12960656,51.1252697,5.543703909,25.64419841,23.00052061,17.42161648,63.0090883,9.740206399,31.76491919,2.785002484,35.35263396,76.61790945,12.29381504,29.44942653,80.24331767,12.75866958,43.47448989,2.730808592,13.10697783,8.644258716,15.64503491,23.1,8.8,16.88688787,24.46350817,52.01264,60.62099,80.29895868,51.14481118,4.666557947,23,4.712256015,10.2,7.6,70400,0.120579848,11.57307805,63157,677983,20.46231248,10.99098355,50.22058075,0
New Jersey,Mercer,34,34021,25,84913,25.41669827,23.9370226,14.3594008,35.43574364,73.6001001,4.554670074,10.80590958,6.675469009,76.76493705,68.35566757,53.10652079,8.506731596,23.48399538,20.57403813,23.79373241,52.7448989,13.71421102,35.9872811,3.554049439,42.36269358,79.22076007,17.02366069,38.95680991,84.84299695,17.86558713,45.67569512,4.39098489,25.71999929,8.834762798,12.9248362,25.2,8.4,17.8762346,16.86340641,106.62416,78.70132,84.33941998,65.43485186,4.326737778,14.6,11.25477251,8.9,8.9,42110,3.652384174,14.72227858,76988,371023,21.52858448,14.33253464,51.05640351,3.482550414
New Jersey,Passaic,34,34031,63,300116,25.06235322,22.23993556,14.7492976,33.44694518,73.04885011,4.746377401,9.245282824,6.37349958,75.57637613,71.79728638,46.70995582,7.143093004,25.6602707,21.31000013,20.50294986,57.0595603,11.99342254,35.46077017,3.325796359,39.52548248,76.96594217,14.49645171,35.46765151,82.63726426,15.35631889,41.16528109,3.422882152,20.8776853,8.635023343,16.0284688,28.2,8.8,16.72663454,26.67000412,59.30525,73.82689,83.61061947,57.79349364,6.131647225,26.5,7.398476462,9.8,8.2,49930,1.734187073,13.74600139,61517,507945,24.1167843,13.70423963,51.26027424,2.410090458
New Jersey,Union,34,34039,26,124969,26.11448039,20.75415183,14.35091423,32.18417287,72.38966464,4.526726628,8.903969785,6.129171234,75.23835751,70.18002545,49.98661748,6.956997335,26.93315702,21.52468372,20.35530492,55.54026279,11.94585137,34.47853948,3.217727596,40.31360577,76.48600053,14.6806288,34.55068857,82.68903808,15.82238075,44.02597604,3.205695813,19.82467332,8.04211142,13.25296382,24.7,8.9,16.48853552,17.03493396,66.57239,84.76864,83.60988825,60.29304029,5.167472394,14.8,8.474484784,10.7,8,54970,1.042137368,11.6561671,71801,555630,23.63101344,13.5604629,51.24633299,0
New Mexico,Bernalillo,35,35001,138,545926,12.25850298,24.66736261,15.38932877,26.40202317,70.1116111,5.713538648,10.40629115,5.5718667,60.05469221,70.93029641,58.38335782,5.465419489,40.17133311,28.30307679,16.07547378,65.46233043,9.369923579,34.45777157,2.898689016,18.90576049,74.33469664,12.66595216,27.8750294,83.44879929,12.97689888,32.40737243,2.841584024,13.53080546,9.247111377,13.97217682,21.9,7.4,16.30258407,32.65523902,102.85436,82.13273,77.5486827,60.51068884,5.839229287,24.1,7.492407841,8.5,7.9,103830,6.577030228,29.02637458,50599,676953,22.4250428,15.21686144,50.95730427,4.195519225
New Mexico,Dona Ana,35,35013,25,97601,13.91105829,23.85647176,16.99198471,28.05007326,73.91768834,5.626897265,10.29851641,6.163233983,61.07823895,68.04454565,59.43558365,5.807145419,28.84595137,29.20656243,15.48937716,65.20924581,10.89566295,32.91085337,3.183271688,19.9741058,75.78926753,12.52515138,28.91238102,84.33427526,13.4555148,31.5649563,3.114814397,16.31795268,7.802904071,14.90095813,26,6.4,17.34609067,45.99091783,68.13038,60.68896,84.71731449,61.62196679,7.205187314,36.9,6.299727012,14.6,7.3,30860,19.48999158,16.19488678,38287,214207,25.09161699,15.19604868,50.84287628,19.29045609
New Mexico,Sandoval,35,35043,15,87386,9.331434097,24.03969515,16.9003044,25.42537249,70.9213192,5.718943538,9.716260042,5.010221317,56.95482343,74.04496258,58.21209805,5.246100062,34.71185316,25.42751699,16.03413018,67.07425675,8.742871856,31.05077701,2.619126634,16.04243815,71.70676539,11.83731032,25.43348591,83.37567459,12.0133328,31.6455462,2.52933994,12.01124894,9.191140599,15.15314441,23.8,6.9,16.92544787,25.53204691,62.41302,42.95018,69.27592955,61.96868009,6.670819955,18.6,5.093476046,7.8,7.6,20120,13.20608414,18.85320039,58621,142025,23.93874318,16.52878014,50.94948073,17.05824675
New Mexico,Santa Fe,35,35049,28,67849,10.71169214,26.21125588,14.8254241,26.69725125,74.42932099,6.671965689,9.36995092,5.981363027,63.83745228,74.98204395,59.35119014,5.426196407,28.76270247,26.29774941,13.63862548,68.11660894,9.93541246,32.36946307,3.092005778,16.46905629,70.84666981,11.15912246,18.91505696,82.40344147,12.52076965,27.28344707,2.905827647,11.5998025,10.07117816,12.64645121,13.5,7.5,16.45227594,32.06327907,102.90142,84.7623,83.65180467,62.03353164,5.35040097,21.7,8.676001776,6.5,4.9,18600,11.04385088,31.87422699,57469,148651,18.80982974,22.26490236,51.50856705,25.16057432
New York,Albany,36,36001,26,97856,11.1800748,23.30452808,18.16010873,29.6657323,69.36316731,5.266760342,12.06143824,5.540289814,74.49466563,70.59857648,67.41678896,6.473196329,34.72119236,30.21665406,19.96655392,62.70585248,9.714702216,31.70138367,2.695288996,25.30040059,80.78986879,13.60514532,31.80554079,84.1958909,11.99258809,38.2110683,3.07221734,16.34787034,8.368200837,15.1485541,26,8,20.02800511,13.03805735,105.37169,89.36493,86.82495345,63.33917105,4.044011135,15.6,14.7714307,8.6,9.7,40070,4.779734781,11.44216633,61634,308846,18.69734431,15.96264805,51.62508176,9.696124969
New York,Bronx,36,36005,333,1385026,22.02850741,22.52391486,15.61246179,32.87787659,72.95612393,4.709015354,11.72875426,6.291004645,77.99394813,71.5825921,60.8186559,6.93311779,24.60730116,25.73310602,18.39546095,55.48497978,14.89109136,34.76304192,3.596307578,35.4462992,81.9822547,15.20749647,33.20093052,85.75569289,16.00824793,40.59199048,3.860548827,22.32210774,9.375474651,16.17293687,30,7.9,16.12697488,31.51246407,55.58441,49.18528,76.65682855,58.6323629,7.11432691,39.8,2.638370147,10.5,12.2,229800,0.000919861,16.0024905,37355,1455720,25.28824224,11.74092545,52.83536669,0.002815665
New York,Erie,36,36029,79,261310,13.72777276,28.84897784,18.27522521,36.57049175,74.68529333,5.818259156,12.79143967,7.235888791,76.01011021,72.7630129,57.74400138,8.708358654,29.27548123,27.50124909,24.38593854,57.28055643,13.62647124,34.82313918,3.459936857,32.84179366,81.6631365,15.70432169,36.86136313,84.88183613,16.06769546,42.68267766,4.303882745,23.06981019,8.437360517,17.7520262,29.2,7.8,21.59570959,20.82433372,80.4268,80.56058,84.77588872,60.36242981,4.882210295,19.8,9.89618222,10.6,9.8,124030,5.574711041,26.27908095,54175,921046,20.50006189,17.08383729,51.54682828,9.403834436
New York,Kings,36,36047,749,2504609,14.48449678,21.12891601,18.4306019,29.36466698,73.51350818,5.266648966,11.38390903,5.826230442,73.10850843,74.68978352,61.52316645,6.519277979,24.12804494,23.54969574,18.0180284,60.17874974,11.42695167,34.59309126,3.084675333,27.96856687,81.08771213,13.23642273,25.51138054,83.58947209,12.59101121,42.62030437,3.472442245,17.23576183,7.930656434,14.61599902,22.6,7.4,19.3692145,21.93454448,63.56346,62.37757,85.04638415,57.68496006,5.321476578,28.4,4.80897777,10.2,10.1,488560,0.005267366,10.18043587,54793,2629150,23.16775384,12.69372231,52.57094498,0.001477223
New York,Monroe,36,36055,79,210508,16.03122637,26.09552464,16.30955831,32.19969075,72.62868727,5.129839721,12.83114561,6.384529804,68.98612784,70.29611369,58.70455375,8.310500789,31.15576415,28.3960125,24.79921713,55.86239003,12.46744019,32.73569176,3.349859863,32.88414835,80.87155928,16.74925656,39.81068653,81.19637163,16.06018109,40.2387439,4.14718253,24.11436335,8.330612034,16.38627646,28.3,7.8,19.24088009,19.95827839,103.52188,80.24319,82.8942981,57.03669299,4.674025099,21,8.844717183,9.7,9.3,98830,5.78337663,15.3525479,54684,747727,21.13097427,16.38432209,51.73184866,6.449974743
New York,New York,36,36061,281,1585827,11.17327439,18.23349489,24.31760009,23.32236833,72.02514196,5.304597538,9.755725183,4.903779984,71.5805929,76.82649104,65.85233742,4.694267849,29.63932169,30.79581915,13.24777823,71.79934079,9.25661494,33.27183306,2.552016267,21.27418205,78.59831053,10.5723106,18.29097707,83.04861148,10.01540609,33.97022967,2.509755099,12.26376055,8.407002553,13.26867153,15.6,8.3,26.51778598,14.55648786,136.69659,176.36674,81.08276291,60.09963342,4.532290762,23.6,12.92780012,11.1,6.6,226420,0,12.24484823,77214,1643734,14.62140468,14.92114904,52.58825333,0
New York,Onondaga,36,36067,55,145168,14.12715406,26.69214841,18.14463449,29.57671112,71.39923812,5.273376364,12.93206078,6.591222583,72.96398104,68.84079343,58.54485975,8.747036537,32.04922297,28.17561171,24.47900019,54.21894426,12.49230271,33.26483109,3.297857655,31.09938967,79.80645252,16.05294211,36.5877349,81.84014934,15.27917378,40.13727681,3.958731263,25.9114488,7.791543227,17.02116357,26.5,8,21.50588921,20.67512258,95.20496,74.86154,91.26119584,70.85410435,4.497263558,19.9,10.45973748,8.8,8.8,61600,3.752629213,23.09579122,56853,466194,21.57063369,16.09608875,51.72374591,12.58752189
New York,Queens,36,36081,646,2230585,14.39650298,21.33995804,17.01367856,28.94836718,72.70126698,5.192198818,9.8086068,5.615647196,73.83136294,75.33741063,59.29129157,5.716637205,26.87815555,27.40740393,15.79872854,62.06713037,11.45007175,35.05595232,2.8044734,29.89890791,78.83672557,11.50463452,24.24269526,78.97855217,11.77552579,40.78108747,2.900611723,14.51339308,8.120547225,12.3078644,23.9,8.7,17.2198916,17.43014702,64.38236,72.09435,85.34798535,55.70042153,4.526014703,18.2,4.659812325,8.6,10.9,264440,0.032044414,8.250183306,61844,2333054,20.41993027,14.23147514,51.49885086,0
New York,Richmond,36,36085,108,468730,10.58937747,25.78673714,18.6916374,28.90872037,73.84784396,6.445467967,10.29090948,5.925501888,73.1373921,79.12797709,62.18420562,6.453237045,33.44185971,26.80476116,18.54970196,65.32847866,10.2222849,35.98484138,2.615316067,28.19640646,76.28553346,12.45259062,28.85221663,83.2777486,12.44142043,43.47447806,2.764768843,13.42435325,7.920454843,15.64606067,27.6,9.1,18.98179146,13.47028444,96.9323,65.75423,86.40148011,62.48842235,5.2361113,18.6,4.488387089,10,9.7,44500,0.172070782,20.99937353,75524,476015,22.03754083,15.36317133,51.56623216,0
New York,Schenectady,36,36093,20,66135,13.07856052,25.6613412,18.67465487,31.51070386,72.68721403,6.01422696,12.44601497,6.787903531,73.09687004,72.59490285,64.02001512,8.42960006,34.04409768,25.26583352,24.04849777,58.11942844,11.17403039,35.57876767,3.022275648,29.09966584,77.45059953,15.76035231,32.20350344,83.85202389,15.20600438,41.18366523,3.573959326,20.72267786,8.39302398,16.49913376,27,8.1,21.61165592,25.62797013,78.91128,82.81949,87.01195219,66.63366337,4.31060636,18.2,8.279216579,8.5,8.3,18210,5.725223104,12.90622338,57923,154553,21.76211397,16.34131981,51.23873364,8.156301098
New York,Westchester,36,36119,86,340330,13.7808292,25.09708459,16.98615079,30.57642406,75.04004701,6.09101284,10.99331707,6.13510005,72.65646226,77.28492669,64.93754914,6.471884935,33.21188934,29.9352643,15.99942379,63.10210766,11.03743455,37.38274146,3.00548644,28.84454735,78.78575001,11.96170805,26.29962272,83.21317133,12.83187876,37.0588805,3.27925249,16.92251286,8.093237966,11.37975489,20.8,9.2,19.23574006,10.82668214,137.34182,108.66643,87.12353677,64.76799111,4.249611481,11.5,8.408473611,10.1,8.6,78390,1.379185291,12.04006606,89380,974542,22.50174954,16.16708156,51.58813063,3.273477447
North Carolina,Buncombe,37,37021,29,83319,13.83672872,23.92842089,15.48306389,30.93961041,77.04468489,6.831984301,8.288185168,6.42139488,73.8581356,79.06613257,67.30147625,6.174338386,42.41845917,34.77003565,16.61965578,63.74952892,9.381227571,34.53287125,2.897819225,19.67468885,79.81517541,11.77655157,26.7023212,86.90791656,11.04912565,30.20371824,3.207656117,14.70726365,7.977552817,16.44252839,22.7,7.5,16.9802831,24.34595325,141.40249,73.02177,90.40959041,67.64909847,3.843729374,19.4,13.3107932,8.9,9.2,34340,7.993473178,18.4257803,50538,256088,18.94583112,19.12779982,52.072725,24.07959114
North Carolina,Cabarrus,37,37025,22,79057,17.11802497,22.43287881,15.87011776,32.25230024,74.1167297,5.927907712,8.471521813,5.814053152,73.81412146,78.07716964,66.71449208,6.449535146,39.19227519,34.32602806,19.67542912,64.46604602,9.763146843,33.43179478,2.764210633,23.83779172,79.87315355,13.10358855,33.11528391,86.02326802,12.04610471,32.82938007,3.076839496,16.12857938,8.867353119,16.82894596,31,7.7,17.2265921,25.43946096,90.97285,42.66085,89.57597173,71.2174525,4.52858938,16.1,10.8760838,10.4,9.7,24710,7.231018176,16.59736983,63059,201590,25.98194355,12.91730741,51.36613919,19.25330457
North Carolina,Chatham,37,37037,1,1422,6.5,38.2,9.1,46.7,88,13.1,7.2,9.9,84.9,93.5,80.7,7,47.4,42.8,9.2,80.3,13.4,48.6,3.7,17.6,78.1,7.2,25.9,85.9,10.6,24.8,3.8,7.1,8.834161771,15.20401131,25.6,8.5,16.10723978,24.29493714,90.23235,47.06338,89.73799127,69.76190476,4.23971482,17.4,9.446198962,9,11.8,7730,2.403916075,5.663877207,63303,72243,19.82475811,25.66477029,52.23897125,65.92236832
North Carolina,Cumberland,37,37051,49,200501,17.76525903,23.2916185,15.6190029,34.43945317,71.69306537,5.033058189,9.19284243,5.417270238,76.96741562,74.2194393,65.29909227,6.080397105,35.36197326,33.07544351,18.96384756,63.75236782,10.87679912,32.03041132,2.788796066,23.16595827,79.52206473,14.00993611,34.16959417,87.36268647,11.68955068,38.37260562,3.16800016,16.0680221,9.73272819,17.82720673,33.4,6,16.18962927,38.21383715,74.11113,96.29288,84.37424644,63.20879121,6.331093922,27.2,9.20213193,9.5,12.1,64530,12.83045921,16.06478303,45286,327127,25.40267236,11.600999,50.9967077,13.36814523
North Carolina,Davidson,37,37057,2,5310,14.71367232,19.72305085,18.76845574,26.86094162,70.17148776,5.055762712,8.437890772,4.497853107,71.04629002,78.68838041,68.23369115,5.259962335,45.12949153,37.99160075,19.28418079,66.48320151,8.035743879,29.69463277,2.204199623,19.8494162,77.98212806,12.90419962,30.41787194,85.27265537,10.64521657,34.09580038,2.261035782,13.10205273,9.514003295,18.20158304,30.3,7.6,17.50911807,34.15586621,25.51299,21.22164,89.04538341,62.57242178,4.828925931,22,10.5696687,10.2,11.3,22730,6.593863302,20.05591346,46263,164926,22.44824952,17.62366152,51.17689145,47.38454549
North Carolina,Durham,37,37063,59,229355,18.22311526,18.97720651,15.74252796,30.07236511,71.3912158,4.81785529,8.885496719,4.887422555,73.58919971,74.82027904,66.26141397,5.354469273,33.49866103,34.16084367,16.99362735,59.25652765,9.566734538,30.26310654,2.659241351,22.47312856,82.13711146,12.7166118,31.07072181,84.22537638,10.95989797,34.5466469,2.960044037,16.63004643,8.941709112,15.93473632,26.4,6.8,17.24026782,27.06315773,121.94636,71.51908,90.79338142,69.03470716,4.494982779,23.7,10.43355751,9.4,8,51710,7.460457973,8.983789251,54255,306212,21.55891996,11.93748122,52.32453333,5.627702392
North Carolina,Forsyth,37,37067,68,229509,19.68766628,23.25916718,15.10624202,35.56260103,76.28724669,5.97459446,9.234802557,6.559493963,73.98859043,75.98802138,64.73309587,7.056831758,36.03953004,34.17901607,20.26587585,57.68392046,11.95539391,35.34236043,3.276881081,26.37126387,82.12969513,14.19708203,37.0362391,87.49484116,13.01956568,36.06630154,3.919233233,20.41126797,10.3388604,18.41792723,32.4,6.5,17.42722331,28.40985292,108.66649,58.14094,88.28702075,67.11217184,4.864111957,24.5,10.89374802,9.1,11.8,59900,13.9335561,18.62857515,48987,371511,23.50697557,15.07061702,52.50961614,7.346508113
North Carolina,Gaston,37,37071,29,71687,19.51502504,27.51691381,13.75306401,37.53566337,78.3215576,6.575875682,9.371948889,7.586457796,73.73471201,77.29338653,62.43357513,8.23431445,33.61154184,32.40196549,21.55105668,55.35267622,12.58996331,38.43074198,3.445305285,27.81276801,78.95111666,14.468933,33.86856752,85.27950814,15.07340522,37.31310698,4.153509004,20.99190648,9.564971751,18.07322133,31.4,6.8,15.95055814,34.56833505,62.78052,54.84756,88.92566958,65.43589744,5.26677073,23.2,14.1021917,10.3,12.6,33390,11.27055955,24.62846864,48874,216965,22.92028668,15.54582536,51.70741825,19.64762284
North Carolina,Guilford,37,37081,110,368678,18.12813892,23.60871872,15.69740044,34.25502444,74.22728506,5.664917082,9.158939237,5.956390129,74.11163753,75.7530075,67.22207834,6.475735194,38.52587651,36.56369027,20.38560126,56.91388529,11.11383782,35.60559133,3.061588975,24.01763246,81.40702971,13.51160335,36.07226577,85.46168391,11.99723743,35.88539322,3.584574615,18.0081049,9.492975525,18.89949317,31.4,6.6,17.81166962,22.46674801,80.56414,55.43514,88.68816009,65.2623799,5.214064915,25.6,11.34080371,9.6,10.4,93510,8.332821685,13.79711408,47754,521330,22.55788081,14.37611494,52.57341799,12.69435674
North Carolina,Mecklenburg,37,37119,198,731405,17.28688346,17.93267424,17.53822574,30.64973852,71.92483713,5.036637294,8.596177084,4.77562814,74.16446128,76.57811924,64.89877414,5.249943738,36.01788271,34.45204422,17.21058989,65.98196827,9.192829417,32.23602546,2.594906926,19.26757241,81.92807528,11.9673218,29.31601138,86.93532503,10.36532318,33.57282532,2.830353088,15.51583719,9.351526913,15.41585813,25.1,7.3,19.55553875,24.41620832,86.93802,68.06752,90.22376132,67.88833704,4.683826745,18.1,9.206339996,10.7,8.7,162380,5.44594115,12.51030165,63197,1054835,24.1836875,10.56421146,51.98945807,1.065430805
North Carolina,New Hanover,37,37129,29,106416,15.61781217,22.95115866,16.46790614,29.42062848,75.77589648,6.19504022,8.870550481,6.184451586,73.37080608,74.80780898,68.5979956,6.488235792,37.34440216,35.19058224,19.23856657,63.18070685,9.887236882,32.97098275,2.895106939,22.64763381,79.78774244,13.43621448,29.01370001,84.73974026,11.83640524,31.68648512,3.245252594,16.23326755,7.817053085,17.96167503,24.8,7.1,19.27153122,18.18325873,88.49236,75.62096,91.40192364,73.8385377,4.683053927,20.5,10.3014186,8,8.3,34950,7.667691959,24.99473596,51373,223483,18.98041462,16.72252476,52.17443832,2.214963462
North Carolina,Onslow,37,37133,16,70123,18.63671406,14.53211072,22.90070162,22.51014075,54.25512885,3.314610042,8.147513655,3.377389729,69.12875091,61.4164297,62.69660026,4.31846755,28.67344238,25.18616859,19.8354577,66.58953125,6.00608217,25.14426508,1.840464612,19.88687877,77.46520828,14.01967971,25.45734067,81.5716598,9.012271295,37.2762831,1.867238994,14.22069506,6.858614232,19.05877018,27.9,7,22.61751371,57.76024494,33.27769,99.39295,83.96764986,65.89595376,5.488866921,19.1,6.870233105,8.7,8.1,28670,10.18631149,15.32878461,47163,187136,25.20252651,9.319959815,45.80946477,26.34891884
North Carolina,Pitt,37,37147,23,84552,16.96914325,18.6069614,18.4479693,28.1847372,68.41490325,4.279394929,9.644040354,4.698850412,72.14959906,68.27560081,66.33146703,5.597398051,36.60821625,33.67876928,20.08332742,59.99286002,8.935174804,29.33630547,2.57931687,22.33184786,80.19926318,15.01987889,33.72672202,83.97107106,11.08540188,38.13616709,2.88619666,18.51004707,9.545271088,20.35304706,30,6.6,19.33552721,21.91906244,100.65855,80.1264,88.09433245,68.38377334,5.527206074,24.2,9.838377635,8.9,9.9,37480,3.156236291,14.00411797,45918,177220,21.88861302,11.94109017,52.94097732,25.43592549
North Carolina,Wake,37,37183,129,536547,14.33967201,17.47965509,17.69012221,26.53892893,70.60556988,4.984468089,8.25552617,4.182504981,72.88911018,78.20290152,68.38309896,4.449429593,43.24737087,42.12817106,14.83362352,68.90913899,7.651507883,30.13234535,2.248866735,17.077254,80.95005582,11.52178728,26.96220629,86.55855964,8.872513685,32.5362054,2.2492667,11.64606269,7.974474441,13.61406245,22.9,7.9,20.01293549,15.78525157,85.53034,68.30399,90.50062578,69.72835059,4.236693801,11.5,9.646572245,9.8,8.4,131740,4.909421289,9.805582341,76173,1046791,24.52781883,10.65217412,51.41819141,6.101379256
North Dakota,Cass,38,38017,25,105549,9.345830846,18.38144274,24.83424855,24.22006367,73.16456243,5.352139764,8.788183687,4.657339245,61.09560773,67.70648324,64.69803504,4.304583653,41.01360221,35.73946414,16.49584648,72.66296791,6.587372689,32.00915025,2.184615676,17.59340022,79.1183962,9.811004368,31.97313096,81.6024292,8.024754379,27.20776132,2.227754882,11.18278809,6.451233843,14.53024741,29.8,8.9,24.58217193,15.90101356,102.61673,78.17448,91.46126761,70.92130518,2.270083226,11.3,10.43658753,9,6.9,14960,2.679361459,8.953492446,59711,175249,22.3858624,11.27937963,49.25334809,10.4347768
